CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,CRASH_TYPE,STREET_NAME,LATITUDE,LONGITUDE,LOCATION,Label
3fe5c706efe1fc734b0df32ace33ec11aae6a213e811b00c4fceeb05c905d88968b3c2834dcd9a878738ed303cc1cddab925e626348cb32b6133b8511b45a7da,,2023-06-04 13:20:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,SOUTHPORT AVE,41.9355005386,-87.6638134657,POINT (-87.663813465742 41.935500538592),"{'Mode': 'rental', 'Type': 'electric_bike'}"
0db0c9fa15bc403e56ea2a3b43203f19316e095e0ecb4955fd221e09d0a0c29fa8101dd4fca8a249eae553f2ee5adeb2ba83a383fbd5e0107dd03bb5ee11fee0,,2023-06-27 17:42:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CHICAGO AVE,41.8965584796,-87.6288592024,POINT (-87.62885920239 41.896558479606),"{'Mode': 'rental', 'Type': 'electric_bike'}"
ef72d96305dcd1770b068bbc84799dd7d9429e3ba63fb35af86585772de3246747aae6b0eb6798e0fed8818ff73e2050a9921296272ea45debfa341c219b525f,,2023-06-30 19:13:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,BROADWAY,41.952767097,-87.6498014362,POINT (-87.649801436197 41.952767097031),"{'Mode': 'rental', 'Type': 'classic_bike'}"
4bc0dbd8bb86b08cb84f9eb6badbb9b612055828890cf6c68a2225ae26253e2bd180e1ddde891b262029544d468b951dcf1ef9f89768da820080700fa4bd8069,,2023-06-30 19:20:00,30,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9297596629,-87.6428486171,POINT (-87.642848617103 41.929759662869),"{'Mode': 'rental', 'Type': 'electric_bike'}"
6205749565f3305d1f90369da377359d1ad7d7de3cba3d71fa57273c71f6432d6ed70db6cf7a0a89d6d97cb48d4b4172229a62c89c388919af9bcd76810e5123,,2023-07-14 12:00:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,HALSTED ST,41.943664153,-87.6492292273,POINT (-87.649229227293 41.943664152961),"{'Mode': 'rental', 'Type': 'electric_bike'}"
879cc8a0e3bcab4af94674fcbad9bf9d495428769c07ec192d3b3e40ac63142cacc4a4f2764e5941ac653d654e71c577b376258f2e60f30001308c6acb019685,,2023-07-21 22:04:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,NORTH AVE,41.9109513818,-87.6530108595,POINT (-87.653010859469 41.910951381839),"{'Mode': 'rental', 'Type': 'classic_bike'}"
2033bb74e23cfa981a331b03f4ba920ab59211404b059dda97168b9ef018e39c0fa3e269fa2578f3fbb4aff08bd4c53ea785129b7ee9365cd4400ab5d86f8032,,2023-07-23 18:37:00,30,CLEAR,DAYLIGHT,OTHER OBJECT,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MONTROSE AVE,41.9618880787,-87.6547719964,POINT (-87.654771996398 41.961888078735),"{'Mode': 'rental', 'Type': 'classic_bike'}"
ee4c2148986f4480bce0771c179cd168901eef9592464864c0c8d290ade60479fc74801b98d4c7415021c997a345025097ea2398de7be33a5283599c8fd53bc7,,2023-07-25 20:43:00,20,CLEAR,DUSK,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,SOUTHPORT AVE,41.9390936466,-87.663649569,POINT (-87.663649569022 41.939093646627),"{'Mode': 'rental', 'Type': 'classic_bike'}"
efa2f259d65b25c99c164c560267918a7cc6a7fbdac4e1b838a60fcf2e4b6a0f3e391fd74def14134d8c3275e6690b1f56a9b886123b3950c2dba7e353783737,,2023-07-26 08:00:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,JEFFERSON ST,41.8805826251,-87.6424725001,POINT (-87.642472500132 41.880582625074),"{'Mode': 'rental', 'Type': 'classic_bike'}"
f8ec206b6d3e105d03177a954f3703d758f55c50a96989f60241ff14e7cea4b784d375318bac05e73a62b980207795e63f9b6d2d7f90845bba0e822fa923d5df,,2023-08-10 18:00:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DEARBORN ST,41.894238068,-87.629574615,POINT (-87.629574614964 41.89423806798),"{'Mode': 'rental', 'Type': 'classic_bike'}"
87986ff1cdee5064bbb222c28c7929857b849b8f51b3a51b0d3c849879858e5d72ff3d32f7343b8b56b207505094419fc974d1331cc8c3d34cae1575dd44f20e,,2023-08-11 07:30:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,GREEN ST,41.8856991972,-87.6487890894,POINT (-87.648789089379 41.885699197163),"{'Mode': 'rental', 'Type': 'electric_bike'}"
e2fbfb02a09359fd7a349416d1c98309265e8acf8dfd7890187158fe339305480b0f0b6da63c9884bd1b28ff95e10aed971c4886161ab3074a1db05158e5ffd1,,2023-08-15 12:00:00,20,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ORLEANS ST,41.902803452,-87.63756021,POINT (-87.637560210019 41.902803452031),"{'Mode': 'rental', 'Type': 'electric_bike'}"
c3cda8326e6e5f5c553e5488a18106a21e72cc16715fbf8c5ceb109acc45e169b42978ecfd6011e9da94d8cddb40b47ff31b797c6b1e8c68994d81442562659b,,2023-08-29 09:07:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DESPLAINES ST,41.8839095299,-87.6440424108,POINT (-87.644042410805 41.883909529934),"{'Mode': 'rental', 'Type': 'classic_bike'}"
0f20859ad4e4f6f68f96bee253391f3a54ea75863c60192c957319d48deedb6119b2726c50e5b3f51023cfc4654113de4f05034b94a627ca7e18793fd318a8be,,2023-09-12 13:21:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ELLIS AVE,41.7942609932,-87.601221717,POINT (-87.601221717037 41.79426099321),"{'Mode': 'rental', 'Type': 'classic_bike'}"
8072ef69905ccfeea2e036ab1f92f4ff3a78fc3874a5e09f550cbdc8d3c4f43a1472a73036cf013c0d9d33431d3db6668940a705312d0a640a3dfafbb8db87e5,,2023-09-15 16:24:00,35,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,18TH ST,41.8576430378,-87.6318500315,POINT (-87.63185003155 41.857643037815),"{'Mode': 'rental', 'Type': 'electric_bike'}"
cbfddac78aca086d0bc4c10f36562d7d8aacc88d495f931ea03068bf68ed12f260b82a58c98701447d7685548374236bab465bfe1ee484db74e4c6e7b9a0663d,,2023-10-02 17:58:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,RANDOLPH ST,41.8846019061,-87.6276141748,POINT (-87.62761417477 41.884601906141),"{'Mode': 'rental', 'Type': 'classic_bike'}"
ca20a9ae9d528dfcc094a2d55c532741f905db1b1180255cace773fb5960aac447bc0b33c45c246724b4833418841408c74159c00351b89eaefb95ce419643de,,2023-10-03 09:36:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,PEORIA ST,41.881808327,-87.6495523873,POINT (-87.649552387349 41.881808326999),"{'Mode': 'rental', 'Type': 'classic_bike'}"
8f89963e113c28691adc84a4bf145823d6e4a84b020674b99c6b18a99bbab3fe89d6019d2fde1203eaf4dcebbdb657284b6c2cb4bb3e827a7dedfa3dd1bce47e,,2023-10-03 16:35:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,STATE ST,41.8845243618,-87.627764549,POINT (-87.627764548957 41.884524361763),"{'Mode': 'rental', 'Type': 'classic_bike'}"
9b32c807663bb75089e2885724274b0de018956555ce49c69276a6145939360d24d7519723d93c881f3fa54659059dec765ba43dbd3aa0ab02d7e1ecb2510faf,,2023-10-15 15:30:00,25,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.944655826,-87.6546280651,POINT (-87.654628065084 41.944655825988),"{'Mode': 'rental', 'Type': 'classic_bike'}"
56d3a2be6f5042b850a08348b29f3ba32d751fc40bb83a6ece6678b03dd59bceca5d02450d3e485682b96f8675653071d1c7f6e658afa36abe7b05ea860a043c,,2023-11-03 17:10:00,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ELLIS AVE,41.7946538095,-87.601231771,POINT (-87.601231770997 41.794653809479),"{'Mode': 'rental', 'Type': 'classic_bike'}"
4200b8e00fe38c734725d954a2332219ca9a376caaf44b9af59021e17a416c6b940d3787251bc5a73264fbb1b20fe99a74b3e528acec5e57fdebd8b93c2af021,,2023-11-07 17:42:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.8646813334,-87.6469904083,POINT (-87.646990408329 41.864681333354),"{'Mode': 'rental', 'Type': 'classic_bike'}"
91cdb367d65e83e1242b8771557202a2ac325f70a1126bf5da85fc605f7b5dfa63fc7efc497869d743044b188dec0bbeedaff19e2783b0946ff953d4addb8808,,2023-11-12 12:41:00,35,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CHICAGO AVE,41.8965584796,-87.6288592024,POINT (-87.62885920239 41.896558479606),"{'Mode': 'rental', 'Type': 'classic_bike'}"
356abd662c505fe7bade2e28e081aaecf24965c763791d85f9175ae1c03e3f5b8ca68d0bdba16369baa9efadf1684877e5a5c273e82ba6f2eaa93f893616baf9,,2023-11-14 18:45:00,25,CLEAR,DUSK,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,18TH ST,41.8575245027,-87.6409163845,POINT (-87.64091638453 41.857524502747),"{'Mode': 'rental', 'Type': 'electric_bike'}"
b49ae77a51accd044ad962efd6b423c70e86aaa50bb4d1f91caf7d33dcf7d8282f6720b4137a17699f2e365221cfa35bc07bee12ee52eef01d448e175e4b4bb7,,2023-12-06 11:00:00,30,CLEAR,DAYLIGHT,OTHER OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,LAWRENCE AVE,41.9692015505,-87.6547084477,POINT (-87.654708447748 41.9692015505),"{'Mode': 'rental', 'Type': 'electric_bike'}"
7b1897cd6a2d2e9e966027cd1a6dd44c8a38ec79fd2928555af515df5f8e5548a0a8b6d0b89f197742cb87553b1920ada526045cf4fa8b7df3cd04d95b7f1abc,,2023-12-19 06:45:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,GRAND AVE,41.8917983175,-87.6267823912,POINT (-87.626782391206 41.891798317499),"{'Mode': 'rental', 'Type': 'classic_bike'}"
80c7dad3b6dcf366d0b6a38245565abbef251638de95695f76b7bcc01e8d8df8d614b64d8af0c1400bebecb7093e7fff4cfc65cdd0a2fd7fea0c07a00f74a404,,2024-03-07 13:45:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HUBBARD ST,41.8899261089,-87.6299436377,POINT (-87.629943637696 41.88992610889),"{'Mode': 'rental', 'Type': 'electric_bike'}"
136f36429d50bf6f7bb5dc75b34b509a846b59c65f0735e3d8a017178ac359a78e40f9c249672d41aff36770cff6547fd0dbe159eff224db3854f80b6d607f1d,,2024-04-30 17:40:00,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,DESPLAINES ST,41.8889181736,-87.6444779729,POINT (-87.64447797293 41.88891817356),"{'Mode': 'rental', 'Type': 'classic_bike'}"
eb4c6d2618bce81a94741ea9ed82fcec5280e72830a3844844c1d01132e44fb4450b364b9d3b753026f8f487c4810a3d06fe9ee286bae7da85ace40606f2a7e4,,2024-05-03 18:25:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LINCOLN AVE,41.9240804506,-87.6466398691,POINT (-87.646639869054 41.924080450622),"{'Mode': 'rental', 'Type': 'classic_bike'}"
ba3bc140e3b7371056f1466b89139b208b41fd02b0aac6b3709ac0c78d81ee84a27dc2e8a7924a7e66b58115a5b739166a98d762da7e8750fff630c40a802414,,2024-05-08 08:46:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,DEARBORN ST,41.8844460794,-87.629602189,POINT (-87.629602188986 41.884446079412),"{'Mode': 'rental', 'Type': 'classic_bike'}"
b457ce42e17dd24adb7035572f9146e1c0871bacb94b7f487e00b6a632ed4669b00dda2dfda1e45cea69dc92a6af3735300096655e0ac58935d3031eb534dbc1,,2024-05-08 17:57:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WABASH AVE,41.8675245555,-87.6256838262,POINT (-87.625683826157 41.867524555498),"{'Mode': 'rental', 'Type': 'classic_bike'}"
bbace4cb40286cf946c9d7dc133e7f8cabcfd7fbca7b50c4815b506fc0459d5034863bdd6cc189e8e513e29bc41577387975c22bee5f25bd5470f74f30f460d8,,2024-05-15 18:51:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,IRVING PARK RD,41.9545969221,-87.6546272474,POINT (-87.654627247399 41.954596922053),"{'Mode': 'rental', 'Type': 'electric_bike'}"
4b20c0198d0a1b8f2f6d2a772ffdb8d3f264fc04e2124a510ee1686c202a7071bd62647931f9b088afb45f0ec365defcb34128a4ab4c6e00f3831dee71b866fd,,2024-05-19 13:55:00,35,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9184483652,-87.6362638088,POINT (-87.636263808758 41.918448365232),"{'Mode': 'rental', 'Type': 'classic_bike'}"
209cd7fd76337769d9beac20af61d65d5ce62201590bcd79a307dafcba444ff46e0188ff3fa2750a42aa78a35dadd3c872857985e291edb38f3235f1710dd31d,,2024-05-25 13:53:00,25,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,RANDOLPH ST,41.8843729535,-87.6295986195,POINT (-87.629598619544 41.884372953468),"{'Mode': 'rental', 'Type': 'classic_bike'}"
8a05c55f1dc0d18863ae788e82205b076254f3557589ae884ffc05bbabf69a196afa69331f10763aa583eccd0b2e26f556c4ccafa5ebb900eb48195da70c1a5d,,2024-06-07 16:05:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,GRAND AVE,41.8917959811,-87.6266474462,POINT (-87.62664744621 41.891795981143),"{'Mode': 'rental', 'Type': 'classic_bike'}"
4c9396af0468f968f268f4d29dede854f21cfe2cc5dba824f1722a031a05c8f7e4bdadc81ef2955dde4deccf6ff9ab8b819dced5a18387903a899de2a2598d73,,2024-06-12 17:23:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,RACINE AVE,41.8616297134,-87.6563826697,POINT (-87.656382669729 41.861629713407),"{'Mode': 'rental', 'Type': 'classic_bike'}"
ad15204c22487e0bcdcf8780df840d286072897ef006b46b42226bee8fc8b73300d65bf0c10f5d60b6c3a3ba5b575b1e9581eda71291dc339f2ae6f1ff98674c,,2024-06-16 15:13:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LINCOLN AVE,41.9521017497,-87.677489986,POINT (-87.677489986046 41.952101749687),"{'Mode': 'rental', 'Type': 'electric_bike'}"
caa107cf4e91ff52192f18a11f5c72505f0a1dd0e3b0b755ae08b48cf57dc35c91513db67ce07eb69139e646562861fadba5137eed7cbfe028f09bab61c52193,,2024-06-27 09:26:00,35,CLEAR,DAYLIGHT,PEDALCYCLIST,Y-INTERSECTION,"CURVE, LEVEL",DRY,INJURY AND / OR TOW DUE TO CRASH,CLARENDON AVE,41.9532127227,-87.6498162757,POINT (-87.649816275697 41.953212722704),"{'Mode': 'rental', 'Type': 'electric_bike'}"
3ab1279b2ae70f406566e2fdd69707777bcceef9cbd6993c025f664a8ec64b177324d6b367c363825e2a9304c98d91b4726fa59e28b02222aabeec87762e9067,,2024-06-27 09:40:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,IRVING PARK RD,41.9545969221,-87.6546272474,POINT (-87.654627247399 41.954596922053),"{'Mode': 'rental', 'Type': 'classic_bike'}"
6e26f68dd2e569f347ffe10cca7f237c57e41b4c152a5a2d156a587db956cad21a1dcfe7277fa8d8bc369e2d24cbe0c92b98da6609e13e08a22a2858083418e5,,2024-06-29 17:50:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,MICHIGAN AVE,41.8782173453,-87.6244558403,POINT (-87.624455840297 41.878217345311),"{'Mode': 'rental', 'Type': 'classic_bike'}"
9b768272688df10230a9fefe6960582a20d11f5f3f0bdaade7c9339cd119aedd128cf439669526f74a351a4e94bd3c72eefa4f755b5408f5ab8a9b9d8a0c0ee2,,2024-06-30 13:56:00,20,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,HURON ST,41.8949016164,-87.6342299275,POINT (-87.634229927548 41.894901616419),"{'Mode': 'rental', 'Type': 'electric_bike'}"
320338b0949868fb74b3949169ef5e6d25297277f72f687343dbd7d621454c94fce100b5362bac341598b44f1320e678eca93ce4b03d21ae2605b143f180d030,,2024-06-30 22:04:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DEARBORN ST,41.8896342529,-87.6297442999,POINT (-87.629744299862 41.889634252878),"{'Mode': 'rental', 'Type': 'electric_bike'}"
f162640fcfb0512f7c1a4937df036ba33d58423055deb94b304fb48b4160499471956f9e6570cf2f532a7875e4146e8b607e5561b97567586b372f6b5524b9ac,,2024-07-10 17:21:00,35,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HUBBARD ST,41.8899249572,-87.6300321139,POINT (-87.630032113914 41.88992495721),"{'Mode': 'rental', 'Type': 'electric_bike'}"
8fc644db70d37cce4a5bf3047f0ffdc9ee78278948be87dfa4c36477d5d2b52040081211ff2aeda1a55dfe4be4a18bac35db2a21a7e68cd4071a8d338c17f49d,,2024-07-16 08:01:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CORTLAND ST,41.9163625315,-87.666311232,POINT (-87.666311231958 41.91636253151),"{'Mode': 'rental', 'Type': 'classic_bike'}"
dbb7c5c085239ad2d8f58f499a35c151434f4bb7142bc18ca75e24f17cb8ecb3a6a58b7e9654e75acba6b178ffdf7626cfdd5fb63b79264ecd3fb21ba5804db2,,2024-07-17 19:50:00,30,CLEAR,DUSK,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,WAVELAND AVE,41.94902541,-87.6485827742,POINT (-87.648582774196 41.949025410023),"{'Mode': 'rental', 'Type': 'electric_bike'}"
b2a7272130b67c71cd7fd449ac0df75331ed94875bf61e00eab61aeb0460c46dc5a609555bd1cda3e12b1b97a274cda66d5bc5740112f9b2c6ee9f2bd8ca53bc,,2024-07-19 11:00:00,35,CLEAR,DAYLIGHT,PEDALCYCLIST,OTHER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,WELLS ST,41.8845039272,-87.6337491623,POINT (-87.633749162342 41.884503927245),"{'Mode': 'rental', 'Type': 'classic_bike'}"
5c336b912d8b7c4dc2a0f59c317237fb38e94109e3c739e157ecdef1659235f7ad824cbc4918da0b2d6d4ab035290843f2a9fe8bb122231f72042157517694ac,,2024-07-19 16:15:00,30,CLEAR,DAYLIGHT,OTHER OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LINCOLN AVE,41.9320668084,-87.6582330683,POINT (-87.658233068295 41.932066808405),"{'Mode': 'rental', 'Type': 'classic_bike'}"
80c624c447482e11059f51b4b459d07c1e5b967b36ce0b97896d38acd847f06592ae629ff0b4a9a2803ff7618f2a243036b960c862e7677c6252c547e06417dc,,2024-07-30 16:30:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,TAYLOR ST,41.8695709595,-87.6540092069,POINT (-87.654009206899 41.869570959539),"{'Mode': 'rental', 'Type': 'classic_bike'}"
f8017071882e52fd60fa4d2783c91568b994f513323e0df4e46643cce15323b894a4b48cb3f291e007717c6a3b89ea4f9313e53737777122c09ef9d33fbe8bf2,,2024-07-30 18:02:00,30,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,BROADWAY,41.9373384373,-87.6444564715,POINT (-87.644456471505 41.937338437309),"{'Mode': 'rental', 'Type': 'electric_bike'}"
c42d7f6db350b51dc2d3b40807e97a63cdc0d99d64e8bce8ea9a22f1b94d9e66f678dc908ea32c6883863d7ce59eb7523596fd6dcd4c708646f9d616702595c2,,2024-08-03 19:27:00,30,CLEAR,DUSK,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ASHLAND AVE,41.9032981952,-87.6676408142,POINT (-87.667640814158 41.903298195238),"{'Mode': 'rental', 'Type': 'classic_bike'}"
dd77503acd38c6043601b3d16858d473219355ecb9128b9870127d65d6120e18ae50baaae839c9ec058f3ca06961c35d9b64c6ba623b76f8bd760fb31ec4f6ac,,2024-08-04 18:10:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LAKE ST,41.885592272,-87.6420002935,POINT (-87.642000293519 41.885592271974),"{'Mode': 'rental', 'Type': 'classic_bike'}"
54f4809fd3ad05c8335819bf18d1e51cc13571f5e5cd0101203eaea3a3c22b6368b3cfeba87632ab263d4263ee7f7effbf2b6fa714362ce6fa76d575b7ed202f,,2024-08-08 13:50:00,25,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,LELAND AVE,41.9669732778,-87.6668827799,POINT (-87.666882779925 41.966973277826),"{'Mode': 'rental', 'Type': 'electric_bike'}"
93b98ff91e7e850296271ae25e65885a9753f1ad6ec2bf47587bcb6ab97e0755c6200b3b0a1c8d1715826f93ec8428ef02e5191f2a98c4fa3137a190aca7cec3,,2024-08-09 21:15:00,35,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.8648845442,-87.6467036088,POINT (-87.64670360884 41.864884544168),"{'Mode': 'rental', 'Type': 'electric_bike'}"
a0b457d151de15612fe2e4f3fb1d0b4a813317ffbc461a642a20a98d9df4ad35e0de943685319d52e7fad4b3937a78c4ab7af49c23edbb42bbab2ef857369ed4,,2024-08-23 16:07:00,20,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ADDISON ST,41.9471694213,-87.6644998468,POINT (-87.664499846814 41.947169421314),"{'Mode': 'rental', 'Type': 'electric_bike'}"
f4482eb95ed97ab52f65b569e527ea475ccb9579c4b867c26727a1f84fcd132d8c493806725e35543fced59044992302892380b20b8284d5b1372e30f7c3c6f4,,2024-08-29 08:45:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DEARBORN ST,41.8796760401,-87.6295022827,POINT (-87.629502282668 41.879676040117),"{'Mode': 'rental', 'Type': 'classic_bike'}"
a91266396811320ae0c1c1f4f3942ebd2f5da3c357239af0e986a334ce471cb7d3c91a0b39705d2a273963c73e93093f8fa841da20a0dfcd911f5d35f75791a4,,2024-09-03 12:00:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ADAMS ST,41.8792031111,-87.6395518214,POINT (-87.639551821383 41.879203111052),"{'Mode': 'rental', 'Type': 'classic_bike'}"
