CRASH_UNIT_ID,CRASH_RECORD_ID,CRASH_DATE,UNIT_NO,UNIT_TYPE,NUM_PASSENGERS,VEHICLE_ID,CMRC_VEH_I,MAKE,MODEL,LIC_PLATE_STATE,VEHICLE_YEAR,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,TOWED_I,FIRE_I,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,TOWED_BY,TOWED_TO,AREA_00_I,AREA_01_I,AREA_02_I,AREA_03_I,AREA_04_I,AREA_05_I,AREA_06_I,AREA_07_I,AREA_08_I,AREA_09_I,AREA_10_I,AREA_11_I,AREA_12_I,AREA_99_I,FIRST_CONTACT_POINT,CMV_ID,USDOT_NO,CCMC_NO,ILCC_NO,COMMERCIAL_SRC,GVWR,CARRIER_NAME,CARRIER_STATE,CARRIER_CITY,HAZMAT_PLACARDS_I,HAZMAT_NAME,UN_NO,HAZMAT_PRESENT_I,HAZMAT_REPORT_I,HAZMAT_REPORT_NO,MCS_REPORT_I,MCS_REPORT_NO,HAZMAT_VIO_CAUSE_CRASH_I,MCS_VIO_CAUSE_CRASH_I,IDOT_PERMIT_NO,WIDE_LOAD_I,TRAILER1_WIDTH,TRAILER2_WIDTH,TRAILER1_LENGTH,TRAILER2_LENGTH,TOTAL_VEHICLE_LENGTH,AXLE_CNT,VEHICLE_CONFIG,CARGO_BODY_TYPE,LOAD_TYPE,HAZMAT_OUT_OF_SERVICE_I,MCS_OUT_OF_SERVICE_I,HAZMAT_CLASS
1828616,88e1c1409415395f67193d32b3274fcb8814c8b5452cb2b330b0a6c3239df9bec40eec3c3ffebd4d51e3c76aec269a0669c7d6bf0ff4758a79e5069900500156,05/27/2024 09:25:00 PM,2,DRIVER,,1741827,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827402,2dc2c10c15c4d189b772a5f7ed599336140e0da53728ef1ba2b2d9246e07396ce46577f4df59e27aabeb4011fe3e44bd56adbddf8138bef4c37309c7a26cb638,05/25/2024 06:19:00 PM,2,DRIVER,,1740698,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826591,7fd2d5161d516b258d77bc756c33910e39889314e0065a52ed85bb6bbe9eb870676baaaea0640b61da39903895a16a779cfc834dadf47591dbb164cbd3885b8e,05/24/2024 04:01:00 PM,1,DRIVER,,1739891,,"(HOMEMADE MOTORCYCLE, MOPED.ETC.)","(HOMEMADE MOTORCYCLE, MOPED.ETC.)",,2015,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825919,c850e30ff03e0a2ca714f99d41a71a986e9b50d0f63598972f5b8e4f036ef9c1026a8b5e155f9ba40f0a487f78cdb6cb3ce6d62531168ab986cb916288ac8e34,05/23/2024 04:45:00 PM,2,DRIVER,,1739259,,HONDA,MOTORCYCLE,IL,2022,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,Y,Y,Y,Y,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829420,b34fea0e94b3b22c6fef1ed86f7a24987beca4eb4dfc2bb5877ea0425dd1d5d77dc789b911a4b79c6f482113413ece481f0b8ba393e518f659bdd47373c7a087,05/21/2024 02:00:00 AM,2,DRIVER,,1742598,,KAWASAKI,MOTORCYCLE,IL,2010,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,Y,,1,,CPD,Pound 1,,N,N,N,,N,N,N,,,,N,N,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822447,cbb445c8029ba397f0e42166c4be17364be875acb6cf64036889ec76fc94c5b05fb0a2d0129d434d2087f362f1363d4257ca79a5fbfa8b028f20ab7c4b5671c1,05/19/2024 12:00:00 PM,1,DRIVER,,1735923,,"GENERAL MOPED COMPANY (NEW YORK, NY)","GENERAL MOPED CO., NEW YORK, NY",IL,2021,BRAKES,MOPED OR MOTORIZED BICYCLE,NOT IN USE,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822135,848df854809b4b493c17f2baa85682584fef32c671b936e3e332f98eec07a30f5306a24323efe861dbdf9b9a66675b0aabb1aa3bb2e18eabb03c41e3a5c02943,05/18/2024 11:00:00 PM,2,PARKED,,1735615,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,9999,UNKNOWN,MOPED OR MOTORIZED BICYCLE,NOT IN USE,UNKNOWN,PARKED IN TRAFFIC LANE,,,0,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822618,c18c0960fa7c00b010f8e659f3d03796d327d4ff254394b4bfea884a240eda9e00c54ad71243f0bd5f98a4724e12adc7bcc76a064745f70b9a01450488bdd800,05/18/2024 11:00:00 PM,2,PARKED,,1736074,,UNKNOWN,MOTORIZED,IL,2022,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,UNKNOWN,PARKED,,,0,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821573,2d548fa9e95091132c71e6dfb106c28e7c400c7caf164f3e684ce3f18f655cdbac430d858d45ee593059c5124f4a2c5fd9cbba92c8102953bfc16c902557b471,05/18/2024 12:51:00 PM,1,DRIVER,,1735099,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,NOT IN USE,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819548,f88b2a11e483b3de22f5d9d4d7258da566f011072e19b7bf45ede0203f02a31c06717b1f28396585d8efaba57053a61f81d00adfde9964afdd1d14ccced5469c,05/15/2024 04:00:00 PM,1,DRIVER,,1733129,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,DRIVING WRONG WAY,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816473,05fafdd443cad5568444ffa78b2a03bdd9cd3861142cee583935b73a9ad49494bd2dcd90c6abb61811a4dd2cf57eb4573f38abec3885f6df8f510934a610d325,05/11/2024 12:39:00 PM,2,PARKED,,1730206,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,UNKNOWN,PARKED,,,0,,,,,,,Y,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815330,7603589a0552f3c0c2df019af81d97a7c2deb2c8411b0ad0d44f06126d826d46eacf71837996f2abe63802a1cdcdbcd7d495db5e0fa879cbff9e34b1a2bae9fe,05/09/2024 08:40:00 PM,1,DRIVER,1,1729098,,HONDA,MOTORCYCLE,IL,2004,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,SE,STRAIGHT AHEAD,,,2,,,,,Y,Y,Y,Y,Y,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815047,e076e4a8a1557faaae46c80ca328b0e339f9b0661d5e5d3990b6926928179be3b76ec5249e1e851503c10da540a7905e1190a6cbd91f4ef6e4c98f6076a8663d,05/09/2024 03:00:00 PM,1,DRIVER,,1728826,,VESPA,P SERIES,IL,1981,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813809,80371c12d6e6c5a11a8b9db112df4d1662be09f73b0bf6bb03ce1f34c2cd88fb6e2c42955033daad531b937669bb599c59b4c9744e3afa0a363bee65a638b469,05/08/2024 08:46:00 AM,2,DRIVER,,1727656,,YAMAHA,YAMAHA,IL,2023,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STARTING IN TRAFFIC,,,1,,,,,,,,,,Y,,,,,,,Y,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812780,aaf78ae60c701ecfeb7eaf28438f96c2d7f5b3ad24a8963e2a01aded4d05e1bc7ebae84f0e5d5521a56d416c206114087adeaa2ae7816ddd4bdf8746d9ea25bd,05/06/2024 06:18:00 PM,1,DRIVER,,1726701,,UNKNOWN,MOTORIZED,,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804191,a5348f5b0a3028aa13af3d6944ca4bde7f66d889a73b0e7f514c260d35f3fbd0da25caba41ae212dc3b350f56fb490f5c385aa10fabe817c86358fe7a605693d,04/24/2024 06:02:00 PM,1,DRIVER,,1718388,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,E,STRAIGHT AHEAD,,,1,,,,N,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800742,1f8f840a40c76c7adf220beeefb38d6e05e93d4234bca8d79a8abee591c81e8d92f660ab82903ca73bc02a7c02a52bc2c5665f6bd12388ddee491130ea05267c,04/19/2024 08:51:00 AM,2,DRIVER,,1715012,,UNKNOWN,MOTORIZED,IL,2021,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,Y,,1,,PRIVATE TOW,UNKNOWN,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797051,df25f27ec1ec6a125579218fb09cc7a266f727ffe4852d7df9a7f36457fb69b3b7d587a13e2eb31facf2f67ac66638b286977ee751aa19cc9d9490209e458c4c,04/14/2024 03:40:00 AM,1,DRIVER,,1711529,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794514,c581909f40941809cc8fef6bf8be685871ae839c73f874a1c9edeed3d001510ed200fad0d40ccdca6e6857f3dde43ba431d0a5fa0a97ecc1a2240d1654464897,04/10/2024 12:21:00 PM,1,DRIVER,,1709063,,GENERAL,GENERAL,IL,2023,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,NW,STRAIGHT AHEAD,Y,,1,,unknown,unknown,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793332,f0a502745167333c501f284137624030843afbdca9b86e39e2815cc032371130b2938a4c71fc6543a3b45911be2771ddc771fc2348a39c09346d77282da92c83,04/08/2024 04:37:00 PM,1,DRIVER,,1707925,,UNKNOWN,MOTORIZED,XX,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,Y,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801164,ae88a5cb58842d9401e6aa6417c448a1982884d88021923cfc8a921db3e8549d57f8738ed8a3e53244d49fcc2fc87b9377e14b254d50a00f4cfd56bec782c756,04/04/2024 05:54:00 PM,1,DRIVER,,1715401,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,Y,,,N,,,SIDE-LEFT-REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788748,18f830750885d1a37bea8a1e04cfee3098fa2eefd8b219540ac7fc705910ffae4847d390e78689a3e58db78c10b050c771b4056713e483f49ba87d93f47845e8,04/01/2024 04:10:00 PM,1,DRIVER,,1703545,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787944,e16aa175ef0e9fb59bf2d8c9042607fb643b977075db682a40ed95575b8f9e08fe7397a426be55509eff5dc23860c2e87ac6a7dd8ed6b0d6c84a3bc84d8ad9a9,03/31/2024 03:10:00 PM,1,DRIVER,,1702717,,KAWASAKI,MOTORCYCLE,IL,2013,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,Y,Y,Y,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787716,8cadaeed7d8eb550cd32129796c52e98ff7cfa12ff316954ec47fb6fa3a479de9fc4388406e4f1f4caaf644004ec871f2f9e75192faef5a289fba49cba7b9f87,03/31/2024 02:02:00 AM,2,DRIVER,,1702497,,HONDA,OTHER (EXPLAIN IN NARRATIVE),IL,2016,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786965,319451226db183737de39b6badc7a89f4f760aacc8cb03a63923c8c1bd27b886cea4166524deb360eaf302884e0eee2f9f413a812a47e065b80979675bf08029,03/29/2024 05:00:00 PM,1,DRIVER,,1701777,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,2022,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,Y,,1,,CPD,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786816,bc5830453d80465d36864f412bfd93f5a5fe1dd2523cf13ef5b9aadc873511f2459bc1eeb995383c863e716b63758e9d7edbd85ee9ae49d52d7c0dcc895aafaf,03/29/2024 04:55:00 PM,2,PARKED,,1701652,,"GENERAL MOPED COMPANY (NEW YORK, NY)","GENERAL MOPED CO., NEW YORK, NY",IL,2022,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,PARKED,,,0,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786705,bcf556bd341f87fed02db50dd7a51d3b1cbac33d510f512373ce2cc41aeb979510c508201a8af2dad77868bdd83ca396fb99eedc697427533ad10e387662b9e0,03/29/2024 01:00:00 PM,2,DRIVER,,1701535,,VESPA,GTV SERIES,IL,2009,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786138,f9c0d281a940505253cc5311fcb1eba495cad19372385532de4c4268149416560da989153969932c78eb722a7b34ca208a004604116ee54765cad4c87122ad0c,03/27/2024 11:38:00 AM,1,DRIVER,,1700968,,YAMAHA,YAMAHA,IL,2009,NONE,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,UNKNOWN,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781025,25741e5ffdb2fd6a1dc78702558acc0fbfbadeee2bda045d1cf2156d63162519b305bff1fde9ecbff6ef04a5a2b1ebfab311dba81badcdd7ed92244f9474f84a,03/19/2024 06:20:00 PM,1,DRIVER,1,1696008,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,E,STRAIGHT AHEAD,,,2,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778761,98d7e8c2f4bbb068e0f461ea797852bc29b2278fb1e8c411661095f5df875b92963ac1d41d8e9873e8a88d983d815b8581512ad08d3b78c1eed2f1f0ae5f05dc,03/16/2024 02:30:00 PM,1,DRIVER,,1693866,,UNKNOWN,MOTORIZED,,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780058,7ccfd494861ecdc08cfddabd1ecb85e5a89aada00e46ad2176ebfd431acfba4d5fdd913beea85779d4709d0a2ec831800025d218024434785bcfb16c92440fb5,03/13/2024 06:15:00 PM,2,DRIVER,1,1695098,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,2,,,,Y,,,,,,,,,,,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781277,eba78df4b10c0b010b0e85af2bf945236cc2a20ddcbf082df22b90a2664c99159f739ed7d58be261160e865c19c4bb20ac8a3914a4fb93b844400273381a3612,03/12/2024 05:05:00 PM,2,DRIVER,,1696296,,UNKNOWN,MOTORIZED,IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,NW,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776080,71580765b141889f44c662670319f1b1457d16200ff2a6ba26414f578512fe10f2efbe7b91ed755025f75b26468e20772a99571a972f5ebb22b4bc2792c4a821,03/12/2024 04:59:00 PM,1,DRIVER,,1691293,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,W,PASSING/OVERTAKING,N,,1,,,,,,,,,,,,Y,Y,Y,N,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776884,0b6e4e82488c6c1f9a8b95afd294ea57c4e39694344ca9abdd41e7745147be40bd46dce392f5a2b8c992bf8d5bcbfab9efcc99dcdc4533ae141be1c694ef9c00,03/11/2024 08:43:00 PM,2,DRIVER,,1692057,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNDER CARRIAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775485,9667973d5476f9faea554fbf16feb90ce7089061227ae33a24b64cb7813f43afcff0363aaaa19aa4fa49d8bd0b27c1957ee24696515e0a13ea9ee875b7a64f53,03/11/2024 05:00:00 PM,1,DRIVER,,1690751,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774704,d7b3d80b189ffdae655ef432d70d54c0909f8f918f04ce4afe220b0e81644ce19557d70f97d0c1aa68297d0957062f3cb02ad81e1fc3f92b3d1d1a0a4b403923,03/10/2024 05:25:00 PM,1,DRIVER,,1689987,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,S,TURNING LEFT,,,1,,,,,,,Y,Y,Y,,N,N,N,,,,,REAR-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773311,002eaefb55aa7787502aaf777b9034ba1ef24dd73e1039b42348a3cbe1b653620076b144f2ba95dd6809ec0ef4312401d6479fcf88417897c19927b53ca9d5f2,03/06/2024 06:00:00 PM,1,DRIVER,,1688680,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768991,0b04b1174c02d02ff051dceabbdfba638e259df3920541c80aac6c916b20dc6c252122046840789a00fbc93f30dbd29c39faccb63cf40a942c2e76e3af9d1bac,03/01/2024 09:01:00 PM,1,DRIVER,,1684533,,UNKNOWN,MOTORIZED,IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,Y,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762064,6cd5396550e83ead59c1b227d775d130403595327e564835b23bc143d263c52bfa6d448844d7981a5ef7d30eb669215d6b96777be54144aba04e469edbcbf5c6,02/19/2024 05:42:00 PM,1,DRIVER,1,1677820,,UNKNOWN,MOTORIZED,IL,,NONE,MOPED OR MOTORIZED BICYCLE,RIDESHARE SERVICE,W,DRIVING WRONG WAY,,,2,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760963,36dafcdcd10a0701a2579d9eebdd53466a95c326fd13f9643c50866f6fb684d050b2cfb5da653975ec2d6997e8d06835847854737c8f4b839ac1adcf7f47727a,02/17/2024 12:55:00 PM,1,DRIVER,,1676734,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,Y,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756039,ade02228128dd40687cef57bc3effbe20086f09d20caf961e88bd38ae489bc990e2a48dd84ac9a409d42b0ea5578f03b7bc34383e53da73e900278dd45a92036,02/08/2024 06:25:00 PM,2,DRIVER,,1672006,,VESPA,PRIMAVERA,IL,2022,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,SE,STRAIGHT AHEAD,,,1,,,,,N,Y,Y,,,,,,,Y,,,,SIDE-RIGHT-REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750637,3729d925ef209747c0bfd1404ff53731a6bfd91c73416c3c33edd1569435e88d41840970913dfd859760f5a0f4061333b610cb410ae6f5561e44a62b56fb50d2,01/30/2024 03:15:00 PM,1,DRIVER,,1666762,,UNKNOWN,MOTORIZED,,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736940,5ea616524de6e4a382b52972c780ea6b7d624212667e18ee94953833f80c503167800343e6c44e4b9e4ff5136cadb5adf4b31b1daac67d7a9db3de250956b68c,01/07/2024 07:42:00 PM,2,DRIVER,,1653599,,UNKNOWN,MOTORIZED,IL,2022,NONE,MOPED OR MOTORIZED BICYCLE,COMMERCIAL - SINGLE UNIT,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
