CRASH_UNIT_ID,CRASH_RECORD_ID,CRASH_DATE,UNIT_NO,UNIT_TYPE,NUM_PASSENGERS,VEHICLE_ID,CMRC_VEH_I,MAKE,MODEL,LIC_PLATE_STATE,VEHICLE_YEAR,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,TOWED_I,FIRE_I,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,TOWED_BY,TOWED_TO,AREA_00_I,AREA_01_I,AREA_02_I,AREA_03_I,AREA_04_I,AREA_05_I,AREA_06_I,AREA_07_I,AREA_08_I,AREA_09_I,AREA_10_I,AREA_11_I,AREA_12_I,AREA_99_I,FIRST_CONTACT_POINT,CMV_ID,USDOT_NO,CCMC_NO,ILCC_NO,COMMERCIAL_SRC,GVWR,CARRIER_NAME,CARRIER_STATE,CARRIER_CITY,HAZMAT_PLACARDS_I,HAZMAT_NAME,UN_NO,HAZMAT_PRESENT_I,HAZMAT_REPORT_I,HAZMAT_REPORT_NO,MCS_REPORT_I,MCS_REPORT_NO,HAZMAT_VIO_CAUSE_CRASH_I,MCS_VIO_CAUSE_CRASH_I,IDOT_PERMIT_NO,WIDE_LOAD_I,TRAILER1_WIDTH,TRAILER2_WIDTH,TRAILER1_LENGTH,TRAILER2_LENGTH,TOTAL_VEHICLE_LENGTH,AXLE_CNT,VEHICLE_CONFIG,CARGO_BODY_TYPE,LOAD_TYPE,HAZMAT_OUT_OF_SERVICE_I,MCS_OUT_OF_SERVICE_I,HAZMAT_CLASS
1873592,41c058ea4d1930601ad6975e964b9dba535314136108139566e7865eeaef506c5dd97edec494540230fef84a416166ea462b0ee4067981d4e1cfe3417e113f65,07/27/2024 10:00:00 AM,2,DRIVER,,1784901,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,Y,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870938,98edb9103de51188063173caf2371b304a058aef7ef3e2123e9386220b0414508b547b84aed7a4ac5218e265234824cdc3dfb678b76beb7562c9b5ce9be9940a,07/25/2024 06:25:00 PM,2,DRIVER,,1782308,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869531,a475633c8f3b74b58496e69745475c42f326af293c2b80bc683990cd10b2960ab534752b997534423ec525d9ab387f226fba06dc7e65a1b7452564a1b077a7e0,07/23/2024 05:35:00 PM,2,DRIVER,,1780990,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,Y,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869202,8b7983d981a5c1dd0b282ce3b5c6868fa20c4347c9a99471c32ecfb6c5a7e19b615a9ff23e90ecf15f9ea97a55197b11f44bfe86b3f8d60fb80d8a21e556e025,07/22/2024 03:00:00 PM,1,DRIVER,,1780653,,UNKNOWN,MOTORIZED,,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867630,e6f9040a225f45a1582da6cea29990a22f4c9086600a53cbf0bfaeb8be094823781f28a7c113da35d912a19392cce6c3ff02878bcce49fce5944db74dd910670,07/20/2024 09:22:00 PM,1,DRIVER,,1779154,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,N,PASSING/OVERTAKING,,,1,,,,,,,,,,,,,,,,,Y,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867529,93cc542ed18d4246a59c5002449c021960ac49e0e7959c86eef9aa9fb33a835b1a77b1bc3fe9953ca30aa9e220ca48d3384c7ca9b013ad9120b1de9f03da9b42,07/20/2024 04:15:00 PM,1,DRIVER,,1779050,,UNKNOWN,MOTORIZED,,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,UNKNOWN,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866990,5eb3076e37c20939a6cdd59d4b1ffe0f26eef3c54c17abd12cdb0aa2b2586328c7523418a1dc0fe9e4afe7b315d26dc2601b640f59d510804e4eb6e57f7f1833,07/19/2024 06:44:00 PM,1,DRIVER,,1778550,,"(HOMEMADE MOTORCYCLE, MOPED.ETC.)","(HOMEMADE MOTORCYCLE, MOPED.ETC.)",IL,,BRAKES,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866545,4b5143741afac7dbe1299e31d069d18d640ec986163e7f267cbb459a3624bc6664fa0d47f540067a3a473ef4b9d50f57d7ae80927844afad7d7876174adf28b2,07/19/2024 08:10:00 AM,2,DRIVER,,1778121,,UNKNOWN,MOTORIZED,IL,,NONE,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,SW,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867368,461dbcbeff6820968817d0af447330fcbdcc6e2326fb4f49a71201bfac6131533fcf0e4909ca1890c8afb2aaeedd159a410b1c20f95156c83ab5ea2ce954a359,07/18/2024 09:45:00 PM,2,DRIVER,,1778900,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,E,STRAIGHT AHEAD,,,1,,,,,,,,,Y,,,,,,,,,REAR-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866276,bdeb13990c67681a64dbda982a33929b1c30ab0a462d0c4285ec26a944586b4b64206c0780c63d732b26ec220eaa3a9d09a936aec4763cf39c41662191c4e895,07/18/2024 06:25:00 PM,1,DRIVER,1,1777868,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,2021,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,SE,STRAIGHT AHEAD,,,2,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865429,514c77238983079181604bc27dc0366a965ebe661dc649d10600070a813c98fff98f8517564a55629e1e0181a1d4f9c34fe51b16fec3b5a059bd3561425061e5,07/17/2024 02:55:00 PM,1,DRIVER,,1777051,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865466,301b5957ae8e6f8a40d2c262393d3be60de2477fbbcdcd01053b8c2e7aa57dc29efc9a41367c01258801762212f4d6c4dbf00595685d5c1fac866c653b6b4d25,07/16/2024 06:40:00 PM,2,DRIVER,,1777075,,YAMAHA,YAMAHA,IL,1994,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863520,4bf70e370f6ad1a0c36ada4a7e957b1641445499ac8265824ef5c62fe0b725862ea2e40432b7ff06bab6680b2e1ad444620eef75628c754c73aa765ae89541b2,07/14/2024 11:45:00 PM,1,DRIVER,,1775202,,"GENERAL MOPED COMPANY (NEW YORK, NY)","GENERAL MOPED CO., NEW YORK, NY",IL,2015,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,Y,,1,,city of chicago,103 doty,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863853,3c9d2c8fa952aea0a2fe6a49bda9d3f874264fa23ff70db1be2daa4ee242167b234cd39b442540969c100b2fd4dab00013499d3275b857b109f898cb050b7d79,07/14/2024 10:30:00 PM,1,DRIVER,,1775543,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,NONE,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,W,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862160,bfac09e80f0c7160c67fdfb171e19cedad768181919f05d43f9e906e40f97b9d37e15a3aee8497ceea70eeac30f748f5375c79a9ba7020aaaf5cccbbe768a0de,07/13/2024 03:45:00 AM,1,DRIVER,,1773968,,UNKNOWN,MOTORIZED,,2019,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859805,7c7550ddc4521d4fc0dbabe661e01c6713ded7d421467acb6de7c743a3ff8d1d13323bf78c896934238474b806793fb51d8c78d38a8b42cc5f6e2fba79d2ed0d,07/09/2024 05:00:00 PM,1,DRIVER,,1771723,,"GENERAL MOPED COMPANY (NEW YORK, NY)","GENERAL MOPED CO., NEW YORK, NY",IL,2023,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,N,,,,,,,,,,N,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857851,40575d8d97609dd2b4cfdf9ddbfb2136cfb05cad9177bd262d250272d88a0448b4d698768d29e60bb5d11b007e56098ddf3f5d52699a7e3121595aa48b0ddc02,07/06/2024 05:00:00 PM,1,DRIVER,,1769857,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,UNKNOWN,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857461,dbabd54ef742990b9721d0e27c4d28463938556c44194c2a46ad268aedb80b63b5b6216a68da93eebe5212da8f9b2c4104743b93fa6f68d822223fb5c5243854,07/05/2024 11:25:00 PM,1,DRIVER,,1769483,,"(HOMEMADE MOTORCYCLE, MOPED.ETC.)","(HOMEMADE MOTORCYCLE, MOPED.ETC.)",,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857118,582e77b02a194d03fa97073e39048b7645e453e777ad1be27d6b12280fec1db9290be16adb4c3c841104b718bb41f41eb6a8835d93615ab568a177c4b28bf1ab,07/05/2024 03:20:00 PM,1,DRIVER,,1769141,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856967,f54229beae26ee1e6b2d6d1558afe610145e975573cc018e93cdb89eedab62066c41d3b640c8dd8d20c4c46e491963e9362ae39c27194c73b890070ac94f1b2f,07/05/2024 11:13:00 AM,1,DRIVER,,1769010,,UNKNOWN,MOTORIZED,,2004,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855199,da4a91f1d0f0154cbeb10d9a3462eb13b75b7d63eec777e475bf42f3f784fb59bc744e5e497409b7cd0bda3e6121cfc711b6c6b52ab6c3824fb02ca525d8cb52,07/02/2024 06:15:00 PM,2,DRIVER,,1767326,,BMW,OTHER (EXPLAIN IN NARRATIVE),IL,2024,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,Y,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853502,a768e21103527deb3220a72d21f1fff417594a1f356124b7f21244515466f89c70cd761bd1f991884e7c0ccbeeded7cf68a5711e84e24311f3274e18fa50de35,06/29/2024 11:00:00 PM,2,PARKED,,1765701,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,2023,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,PARKED,,,0,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,REAR-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853416,2fbfffa150c80e9b13327dc47e1d654344efd0598e93cbecc9cf7f026ba972366483ca6037f4d054cda1c916b1ab99f84c085df09890d72b529a816dd5b4e539,06/29/2024 08:10:00 PM,2,DRIVER,,1765604,,"(HOMEMADE MOTORCYCLE, MOPED.ETC.)","(HOMEMADE MOTORCYCLE, MOPED.ETC.)",IL,2024,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,N,N,N,N,N,,Y,Y,Y,Y,Y,,,REAR-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860968,fa482d0bd351c2750af3509fc429b51aa714cb7c3f6869cd137a218c6121edb62e0af95430ea8c35aa3d6a844e6e540bec736799e52fd54dae290c3d1fbe6e90,06/29/2024 11:20:00 AM,1,DRIVER,,1772830,,YAMAHA,YAMAHA,IL,2019,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,PASSING/OVERTAKING,,,1,,,,,,,,,,,,,Y,Y,Y,,,TOTAL (ALL AREAS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852473,b1eac1ae85c3d1977630666fdbd4647fce7c6e8c2c6cf7262474a3ea402b3d6d54dbe8e057d27924f445d754fa7a6d0caa55609153db58911322e3200138eb54,06/28/2024 04:40:00 PM,2,DRIVER,1,1764749,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,2,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850086,4d7e936363a8fe2ac5ec1b5ab701732f41ec952bd19cc78526175a68e3e2ad1ade4db7b893f70d544bf2657522b9dffeb29067d539857e500e3c6b3951330f3f,06/25/2024 10:18:00 AM,2,DRIVER,,1762415,,"(HOMEMADE MOTORCYCLE, MOPED.ETC.)","(HOMEMADE MOTORCYCLE, MOPED.ETC.)",IL,2023,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848928,f0acb714da5668d05f6703e8b6a134e9acf436e83f35f3c3b57324e8664076a3d31832c0957b5d17a58933462aef320095012e6e7f03ca7fbc2c54c08184b6f3,06/23/2024 04:42:00 PM,2,DRIVER,1,1761303,,SCOOTALONG,SCOOTALONG,IL,2024,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,SLOW/STOP IN TRAFFIC,,,2,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848339,8373dd2a49c7469f25d804b072bd612ba89d8e5da170a549ed533a621130cf67fcef66400c6a695b2d2ffc020689e183b2d39691b8a43fd530c9e0df280a54e2,06/22/2024 09:35:00 PM,1,DRIVER,1,1760726,,UNKNOWN,MOTORIZED,XX,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,OTHER,E,DRIVING WRONG WAY,,,2,,,,,N,,,,,,,,,,N,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847954,6040bc7e8eaaf8ec1f3586224ce64388df089f3541f3fdfc2dc049cee286b007b8cf523d9a03e827ce1ea156e52c8c3e847b1e70fd62db295b0d385a88fbca24,06/22/2024 12:10:00 PM,2,DRIVER,,1760377,,UNKNOWN,MOTORIZED,XX,1900,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847244,c1aab80eef2bdfbb2a44ca4b0b2ec8e52b532c89f8c1c42e0ad99f02ecea091da25d3c402d6a35bb022bfd42afe1ffbeed7cf262d64303cee87020db7bde7028,06/21/2024 03:00:00 PM,1,DRIVER,,1759672,,AMERICAN ALUMINUM COMPANY,AMERICAN ALUMINUM CO.,,2014,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,PASSING/OVERTAKING,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847135,20c68c9c8c50a54e4551fa16e798e7c246eedb258719f78e5d1c04bf664b59f5c2d58d4b87186e6a89c58f23a44d4e10e51bbc44c07b13a07601fe3c929828f6,06/21/2024 12:20:00 PM,1,DRIVER,1,1759572,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,N,PASSING/OVERTAKING,,,2,,,,N,,,,,,,,,,,,N,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846771,3a44a46db460a161998f0dd446fc80ad5f5e85dc3dea03692086ac817380ac0aefd53ad3466982acf4e5bde6f76f64634bc233563c2c3c75a7f169794f218155,06/20/2024 06:06:00 PM,2,DRIVER,,1759247,,HONDA,MOTORCYCLE,IL,2015,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,Y,Y,Y,Y,Y,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845553,95243885a4e67f155a5b79121af02f6cafcabd1a65935942e3b31869a78d3aa550f486a4f3b92ebefb9743eb44d7dd194d378ca232cc07a7b52474ead1866afc,06/18/2024 08:58:00 PM,1,DRIVER,,1758046,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845461,2ce53c976d7a7313b223c351e1978b69a75b5d98664b8259873c26ffbfed4b6cb9eb5f20d2b283e6f378012cad8cd210c4fa590e87f8e15a61cbb7cb65cb4f78,06/18/2024 05:30:00 PM,2,DRIVER,,1757966,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842965,0f69c5476cd9df02a6d944570b78d068bcc5d581351cc56c84ec5ec76c80ab1598c9d9c12113ec244e761bed3cae27feeb8928ca20db65c3b9aec281681e3c06,06/15/2024 01:13:00 PM,2,DRIVER,,1755605,,UNKNOWN,MOTORIZED,IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842566,d91be268c78606fe3f39971b8aecba7a282f953507db76ca7d32618ab812dbd4e8c0b25914afca3e01893bc8b97eb4a1f8f82758454232892ae8d0b4f0f4f4af,06/14/2024 09:00:00 PM,1,DRIVER,,1756536,,UNKNOWN,MOTORIZED,,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842530,3403530208714a1580ade9d206d960d05e3e6e716ea3b65dddea60bd13279a3d26e5708ee4f7916a7cd73ea8b91b50d2f11690f700612af76d3c5d82954815a6,06/14/2024 07:14:00 PM,2,DRIVER,,1755170,,"(HOMEMADE MOTORCYCLE, MOPED.ETC.)","(HOMEMADE MOTORCYCLE, MOPED.ETC.)",IL,2022,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,Y,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841813,a6da60a8a2e16d25a8dba99ee45c72d5c35f946b2de229a96ee78b62982672acada9ab82f031ffea0ee1299af187bdff3fd14e90d6e96372a23828afddca2daf,06/13/2024 09:55:00 PM,1,DRIVER,,1754481,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840256,2f930b1186cb8a24b6a77fa1aaa5b1ae97dd4361c2ea4b7d792258b67370d644df4f9244285d429205f22582ba837a69894dea80ccfa646872b21bbfe2d3576a,06/11/2024 03:50:00 PM,2,DRIVER,,1753013,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839215,b3adef575362e8bba0674c159d8d9a4655cb9cd50f67d1d8d07d05686bf599c8fba2cab2481421941151029ca626487e72d40982a3cf8191fcf3747b0f0d50dc,06/10/2024 10:00:00 AM,2,DRIVER,,1752000,,UNKNOWN,MOTORIZED,IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,Y,Y,Y,Y,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838661,177122ec878c318664cc7a4d214333a00f018774bd42f5c4e6e5ef7ff8998d01d5bf385599170c01354e24958608a64be3968da07554a99eafdcb9f5bf590ca3,06/09/2024 04:45:00 PM,1,DRIVER,,1751468,,UNKNOWN,MOTORIZED,,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836636,d4ac038ce80407c5b2fee41b275699b8168d619c08a86d4876b8b40d3c3f5e62d7456532ef9e1303d90fbb9987a7acaefe99ad4e416c2c1d1f0f8a714c16743f,06/06/2024 11:26:00 PM,2,DRIVER,,1749519,,"GENERAL MOPED COMPANY (NEW YORK, NY)","GENERAL MOPED CO., NEW YORK, NY",,2013,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,Y,,1,,city of chicago,pound,,Y,Y,,Y,,,,Y,Y,Y,Y,Y,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837011,148418c1d09de3cdeb63f1d3706f61e7c0a12a64c7b368149273b758e8003bd86d04a80215c488654bfc65202db9919989612b3ce9d5eb963bdc675feac5307a,06/05/2024 02:27:00 PM,2,PARKED,,1749877,,VESPA,GTS SERIES,IL,2023,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,UNKNOWN,PARKED,,,0,,,,,Y,Y,Y,Y,Y,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835449,b6d3aba3c0cbdb72c8bf3f6870eb973dd2572b106eaddc45489d2477cea72d80c888785def1a146c90282a318fbcbe0d955cf02fcf54afa138dca04a8a2085f8,06/05/2024 02:15:00 PM,2,DRIVER,,1748401,,VESPA,PRIMAVERA,IL,2023,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,SE,STRAIGHT AHEAD,,,1,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835109,6333c86aefacf735e27e3168fa87bd610180f2cc54325dd431465c796e013836a89faaecee2cafda1610f7b0218ad18ee62033f870b1f4513cf67a9bee8910a1,06/05/2024 09:55:00 AM,1,DRIVER,1,1748061,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,W,TURNING RIGHT,Y,,2,,CPD,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832965,0a00da00d59a5d333ea8ed2ed4db50528dcdebff7988840c14102af6e8ca5189f1134b2b88967a1576bacf6bdd8622037d0b178dd4e5be003f8621322608e44a,06/02/2024 11:55:00 AM,1,DRIVER,,1746023,,HONDA,MOTORCYCLE,,2019,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,Y,,1,,E AND R TOWING,POUND 2,,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832478,b391e5c0d418a6d8354c7e257ed02d6f4cc5c632796ed0d62d88216fb3eae0b772904382e105f90619a57b3c698f90fbf06db98bdbf49af345dd56e6eb004321,06/01/2024 05:10:00 PM,2,PARKED,,1745559,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,2021,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,NW,PARKED,,,0,,,,,,,,,,,Y,Y,Y,Y,Y,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831852,087923d27aae25167c892c8f246d46c57fedcfcd1c05f2293bc4cf21a198741f2c6db299f2e423e9c58c73d989bc6db65f34740ba728358e71e04dfdc3b451e8,05/31/2024 10:25:00 PM,1,DRIVER,,1744943,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,2012,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832081,6a10666d4272475654ec3c10160523659e406a4770adb69218b1d29a87224a837650936f9a7d07a1e213fda4d42ce4281eaf0f2437d12a1872d937f3c6968e3c,05/31/2024 05:36:00 PM,1,DRIVER,,1745168,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,S,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
